Default Valuation Method,Метод оцінка за замовчуванням,
Default Value,Значення за замовчуванням,
Default Values,Значення за замовчуванням,
Default Warehouse,Склад за замовчуванням,
Default Warehouse for Sales Return,Склад за замовчуванням для повернення продажів,
Default Warehouses for Production,Склади за замовчуванням для виробництва,
Default Work In Progress Warehouse,За замовчуванням роботи на складі Прогрес,
Default Workstation,За замовчуванням робоча станція,
Default account will be automatically updated in POS Invoice when this mode is selected.,"Стандартний обліковий запис буде автоматично оновлено в рахунку-фактурі POS, коли вибрано цей режим.",
Default: 10 mins,За замовчуванням: 10 хв,
Defaults,За замовчуванням,
Defense,Захист,
Deferred Accounting Settings,Налаштування відкладеного обліку,
Deferred Expense,Відстрочені витрати,
Deferred Expense Account,Відстрочений рахунок витрат,
Deferred Revenue,Відстрочений дохід,
Deferred Revenue Account,Рахунок відстрочених доходів,
Define Project type.,Визначте тип проекту.,
Delay (in Days),Затримка (у днях),
Delay between Delivery Stops,Затримка між зупинками доставки,
Delay in payment (Days),Затримка в оплаті (дні),
Delayed Days,Затримані дні,
Delayed Item Report,Звіт про запізнення з предметом,
Delayed Order Report,Звіт про затримку замовлення,
Delete,Видалити,
Delete all the Transactions for this Company,Видалити всі транзакції цієї компанії,
Deletion is not permitted for country {0},Видалення заборонено для країни {0},
Delivered,Доставлено,
Delivered Amount,Доставлено на суму,
Delivered By Supplier,Доставлено постачальником,
Delivered Items To Be Billed,"Поставлені товари, на які не виставлені рахунки",
Delivered Qty,Доставлена к-сть,
Delivered Quantity,"Кількість, що доставляється",
Delivered by Supplier (Drop Ship),Поставляється Постачальником (Пряма доставка),
Delivered: {0},Доставлено: {0},
Delivery,Доставка,
Delivery After (Days),Доставка після (днів),
Delivery Date,Дата доставки,
Delivery Details,Деталі доставки,
Delivery Document No,Доставка Документ №,
Delivery Document Type,Доставка Тип документа,
Delivery Note,Накладна,
Delivery Note Item,Позиція накладної,
Delivery Note No,Доставка Примітка Немає,
Delivery Note Trends,Тренд розхідних накладних,
Delivery Note {0} is not submitted,Накладна {0} не проведена,
Delivery Note {0} must not be submitted,Накладна {0} не повинні бути проведеною,
Delivery Notes,Нотатки доставки,
Delivery Notes {0} updated,Примітки щодо доставки {0} оновлено,
Delivery Settings,Налаштування доставки,
Delivery Status,Статус поставки,
Delivery Stop,Зупинка доставки,
Delivery Stops,Доставка зупиняється,
Delivery Time,Час доставки,
Delivery To,Доставка Для,
Delivery Trip,Подорож доставки,
Delivery Warehouse,Доставка Склад,
Delivery warehouse required for stock item {0},Склад доставки необхідний для номенклатурної позиції {0},
Department,Відділ,
Department Stores,Універмаги,
Departure Time,Час відправлення,
Dependencies,Залежності,
Dependent Task,Залежить Завдання,
Dependent Tasks,Залежні завдання,
Depends on Tasks,Залежно від завдань,
Depreciated Amount,Амортизована сума,
Depreciatied Amount,Амортизована сума,
Depreciation,Амортизація,
Depreciation Amount,Сума зносу,
Depreciation Amount during the period,Знос за період,
Depreciation Date,Дата амортизації,
Depreciation Eliminated due to disposal of assets,Амортизація видалена у зв'язку з ліквідацією активів,
Depreciation Entry,Операція амортизації,
Depreciation Expense Account,Рахунок витрат амортизації,
Depreciation Method,Метод нарахування зносу,
Depreciation Options,Вартість амортизації,
Depreciation Posting Date,Дата проводки амортизації,
Depreciation Row {0}: Expected value after useful life must be greater than or equal to {1},Рента амортизації {0}: очікувана вартість після корисного використання повинна бути більшою або рівною {1},
Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,Рядок амортизації {0}: Далі Датою амортизації не може бути до Дати доступної для використання,
Depreciation Row {0}: Next Depreciation Date cannot be before Purchase Date,Рядок амортизації {0}: Далі Датою амортизації не може бути перед датою придбання,
Depreciation Schedule,Запланована амортизація,
Description,Опис,
Designation,Посада,
Designer,Дизайнер,
Detailed Reason,Детальна причина,
Details,Подробиці,
Determine Address Tax Category From,Визначте категорію адресного податку від,
Diesel,дизель,
Difference,Різниця,
Difference (Dr - Cr),Різниця (Д - Cr),
Difference Account,Рахунок різниці,
"Difference Account must be a Asset/Liability type account, since this Stock Entry is an Opening Entry","Рахунок різниці повинен бути обліковим записом типу активів / пасивів, оскільки цей запис акцій є відкриттям",
"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry","Рахунок різниці повинен бути типу актив / зобов'язання, оскільки ця Інвентаризація - це введення залишків",
Difference Amount,Різниця на суму,
Difference Amount (Company Currency),Різниця на суму (у валюті компанії),
Difference Amount must be zero,Сума різниці повинна дорівнювати нулю,
Difference Value,Значення різниці,
Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,"Різні Одиниця виміру для елементів призведе до неправильної (всього) значення маси нетто. Переконайтеся, що вага нетто кожного елемента знаходиться в тій же UOM.",
Dimension Defaults,Параметри за замовчуванням,
Dimension Filter,Фільтр розмірів,
Dimension Name,Назва розміру,
Direct Expenses,Прямі витрати,
Direct Income,Пряма прибуток,
Disable,Відключити,
Disable Capacity Planning,Вимкнути планування потенціалу,
Disable In Words,"Відключити ""прописом""",
Disable Rounded Total,Відключити Заокруглений підсумок,
Disabled,Неактивний,
Disabled template must not be default template,Відключений шаблон не може бути шаблоном за замовчуванням,
Disburse Loan,Видача позики,
Disbursed,Виплачено,
Disbursed Amount,Виплачена сума,
Disbursed Amount cannot be greater than {0},Виплачена сума не може перевищувати {0},
Disbursement Date,витрачання Дата,
Disbursement Details,Деталі виплат,
Discount,Знижка,
Discount (%),Знижка (%),
Discount (%) on Price List Rate with Margin,Знижка (%) на Прейскурант ставкою з Margin,
Discount Amount,Сума знижки,
Discount Percentage,Знижка у відсотках,
Discount Percentage can be applied either against a Price List or for all Price List.,Знижка у відсотках можна застосовувати або стосовно прайс-листа або для всіх прайс-лист.,
Discount Type,Тип знижки,
Discount and Margin,Знижка і маржа,
Discount cannot be greater than 100%,Знижка не може перевищувати 100%,
Discount must be less than 100,"Знижка повинна бути менше, ніж 100",
Discount on Other Item,Знижка на інший товар,
Discount on Price List Rate (%),Знижка на ціну з прайсу (%),
Discounted Invoice,Фактура зі знижкою,
Discounts,Знижки,
Dislikes,Не подобається,
Dispatch,Відправка,
Dispatch Information,Інформація про відправлення,
Dispatch Notification,Повідомлення про відправлення,
Dispatch Notification Attachment,Вкладення сповіщення про відправлення,
Dispatch Notification Template,Шаблон сповіщення про відправлення,
Dispatch Settings,Параметри відправлення,
Disposal Date,Утилізація Дата,
Distance,Відстань,
Distance UOM,Відстань УОМ,
Distance from left edge,Відстань від лівого краю,
Distance from top edge,Відстань від верхнього краю,
Distinct unit of an Item,Окремий підрозділ в пункті,
Distribute Charges Based On,Розподілити плату на основі,
Distribution Name,Розподіл Ім&#39;я,
Distributor,Дистриб&#39;ютор,
Dividends Paid,"Дивіденди, що сплачуються",
Divorced,У розлученні,
Do Not Contact,Чи не Контакти,
Do not show any symbol like $ etc next to currencies.,"Не показувати жодних символів на кшталт ""₴"" і подібних поряд з валютами.",
Do not update variants on save,Не оновлюйте варіанти для збереження,
Do you really want to restore this scrapped asset?,Ви дійсно хочете відновити цей актив на злам?,
Do you really want to scrap this asset?,Ви дійсно хочете відмовитися від цього активу?,
Do you want to notify all the customers by email?,Ви хочете повідомити всіх клієнтів електронною поштою?,
Do you want to submit the material request,Ви хочете надіслати матеріальний запит,
DocType,DocType,
Docs Search,Пошук документів,
Doctype,DocType,
Document Name,Назва документа,
Document Type,Тип документу,
Document Type ,Тип документа,
Document {0} successfully uncleared,Документ {0} успішно видалено,
Domain,Галузь,
Done,Зроблено,
Doors,двері,
Double Declining Balance,Double Declining Balance,
Download,Завантажити,
Download PDF,завантажити PDF,
Download Template,Звантажити шаблон,
Downtime,Простій,
Downtime (In Hours),Час простою (через години),
Downtime Analysis,Аналіз простою,
Downtime Entry,Вхід до простою,
Downtime Reason,Причина простою,
Dr,доктор,
Draft,Чернетка,
Driver,Водій,
Driver Address,Адреса водія,
Driver Email,Електронна пошта водія,
Driver Name,Ім&#39;я водія,
Driver licence class,Клас водійських прав,
Driving License Categories,Категорії авторизації,
Driving License Category,Посвідчення категорії водіння,
Drop Ship,Пряма доставка,
Due / Reference Date cannot be after {0},Через / Довідник Дата не може бути після {0},
Due Date,Термін оплати,
Due Date Based On,Due Date Based On,
Due Date cannot be before Posting / Supplier Invoice Date,Дата платежу не може бути до дати оприбуткування / виставлення рахунка постачальника,
Due Date is mandatory,Завдяки Дата є обов&#39;язковим,
Dunning,Даннінг,
Dunning Amount,Сума для обробки,
Dunning Fee,Збір за Даннінг,
Dunning Letter,Даннінг лист,
Dunning Letter Text,Даннінг текст тексту,
Dunning Type,Тип Даннінга,
Duplicate,Дублювати,
Duplicate Entry. Please check Authorization Rule {0},"Дублювати запис. Будь ласка, перевірте Авторизація Правило {0}",
Duplicate Project with Tasks,Дублікат проекту із завданнями,
Duplicate Serial No entered for Item {0},Повторювані Серійний номер вводиться для Пункт {0},
Duplicate customer group found in the cutomer group table,Дублікат група клієнтів знайти в таблиці Cutomer групи,
Duplicate entry against the item code {0} and manufacturer {1},Дублікат запису проти коду товару {0} та виробника {1},
Duplicate item group found in the item group table,Повторювана група знахідку в таблиці групи товарів,
Duplicate project has been created,Дублікат проекту створений,
Duplicate row {0} with same {1},Дублікат ряд {0} з такою ж {1},
Duplicate {0} found in the table,"Дублікат {0}, знайдений у таблиці",
Duration,Тривалість,
Duration (Days),Тривалість (дні),
Duration in Days,Тривалість у дні,
Duties and Taxes,Мита і податки,
E-Invoicing Information Missing,Інформація про електронне виставлення рахунків відсутня,
EAN,EAN,
ERPNext Company,Компанія ERPNext,
ERPNext Integrations,ERPNext Integrations,
ERPNext User ID,ERPNext ID користувача,
Each Transaction,Кожна Транзакція,
Earliest,Найперша,
Earliest Age,Найдавніший вік,
Earnest Money,Аванс-завдаток,
Edit,Редагувати,
Edit Not Allowed,Редагування заборонено,
Edit Posting Date and Time,Редагування проводок Дата і час,
Edit Receipt,Редагувати квитанцію,
"Edit in full page for more options like assets, serial nos, batches etc.","Редагувати повну сторінку для отримання додаткових параметрів, таких як активи, серійні номери, партії тощо.",
Education,Освіта,
Educational Qualification,Освітня кваліфікація,
Either location or employee must be required,Будь-яке місце або працівник повинен бути обов&#39;язковим,
Either target qty or target amount is mandatory,Кінцева к-сть або сума є обов'язковими,
Either target qty or target amount is mandatory.,Кінцева к-сть або сума є обов'язковими,
Electric,електричний,
Electrical,Електричний,
Electricity Cost,Вартість електроенергії,
Electricity down,Нестача електроенергії,
Electronic Equipments,електронні прилади,
Electronic Invoice Register,Реєстр електронних рахунків-фактур,
Electronics,Електроніка,
Email,EMail,
Email Account,E-mail аккаунт,
Email Address,Адреса електронної пошти,
Email Campaign,Кампанія електронної пошти,
Email Campaign For ,Кампанія електронної пошти для,
Email Details,Деталі електронної пошти,
Email Digest,E-mail Дайджест,
Email Digest Settings,Налаштування відправлення дайджестів,
Email Group,E-mail Група,
Email Id,ІД епошти,
Email Sent,Листа відправлено,
Email Sent to Supplier {0},"Електронний лист, надісланий постачальнику {0}",
Email Settings,Налаштування електронної пошти,
Email Template,Шаблон електронної пошти,
Email not sent to {0} (unsubscribed / disabled),E-mail не надсилаються {0} (відписався / відключено),
Email sent successfully.,Електронний лист успішно надіслано.,
Email sent to,E-mail Надіслати,
Email sent to {0},Електронна пошта надіслано {0},
Emails Queued,Електронні листи в черзі,
Emergency Contact,Для екстреного зв&#39;язку,
Emergency Contact Name,Ім’я контактної служби для надзвичайних ситуацій,
Emergency Phone,Аварійний телефон,
Employee,Працівник,
Employee ,Працівник,
Employee Advance,Працівник Аванс,
Employee Advances,Аванси працівників,
Employee Billing Summary,Підсумок оплати праці,
Employee Detail,Дані працівника,
Employee Education,Співробітник Освіта,
Employee External Work History,Співробітник зовнішньої роботи Історія,
Employee Group,Група працівників,
Employee Group Table,Таблиця групи працівників,
Employee ID,Ідентифікатор працівника,
Employee Internal Work History,Співробітник внутрішньої історії роботи,
Employee Name,Ім'я працівника,
Employee Number,Кількість працівників,
Employee cannot report to himself.,Співробітник не може повідомити собі.,
Employee is required while issuing Asset {0},Співробітник зобов&#39;язаний видавати активи {0},
Employee {0} does not belongs to the company {1},Співробітник {0} не належить до компанії {1},
Empty,Порожній,
Enable Appointment Scheduling,Увімкнути планування зустрічей,
Enable Auto Email,Увімкніть автоматичну електронну пошту,
Enable Auto Re-Order,Увімкнути автоматичне повторне замовлення,
Enable Capital Work in Progress Accounting,Увімкнути капітальну роботу в обліку ходу,
Enable Deferred Expense,Увімкнути відстрочені витрати,
Enable Deferred Revenue,Увімкнути відстрочені доходи,
Enable European Access,Увімкнути європейський доступ,
Enable Perpetual Inventory,Включення перманентної інвентаризації,
Enable Sync,Увімкнути синхронізацію,
Enable Tax Calculation,Увімкнути розрахунок податку,
Enable YouTube Tracking,Увімкнути відстеження YouTube,
Enabled,Включено,
"Enabling 'Use for Shopping Cart', as Shopping Cart is enabled and there should be at least one Tax Rule for Shopping Cart","Включення &quot;Використовувати для Кошику», як Кошик включена і має бути принаймні один податок Правило Кошик",
Encashment Date,Дата виплати,
End Date,Дата закінчення,
End Date cannot be before Start Date.,Дата завершення не може передувати даті початку.,
End Day,Кінець дня,
End Time,Час закінчення,
End Year,Кінець року,
End Year cannot be before Start Year,Рік закінчення не може бути раніше початку року,
End date cannot be before start date,Дата завершення не може бути раніше дати початку,
End date of current invoice's period,Кінцева дата періоду виставлення рахунків,
End of Life,End of Life (дата завершення роботи з товаром),
Endpoint,Кінцева точка,
Endpoints,Кінцеві точки,
Energy,Енергія,
Engineer,Інженер,
Enough Parts to Build,Досить частини для зборки,
Ensure Delivery Based on Produced Serial No,Забезпечити доставку на основі серійного номеру виробництва,
Enter API key in Google Settings.,Введіть ключ API в налаштуваннях Google.,
Enter Supplier,Введіть постачальника,
Enter Value,Введіть значення,
Enter amount to be redeemed.,"Введіть суму, яку потрібно погасити.",
Enter customer's email,Введіть електронну адресу клієнта,
Enter customer's phone number,Введіть номер телефону клієнта,
Enter depreciation details,Введіть дані про амортизацію,
Enter discount percentage.,Введіть відсоток знижки.,
Enter name of campaign if source of enquiry is campaign,"Введіть ім'я кампанії, якщо джерелом зацікавленості є кампанія",
Enter the Bank Guarantee Number before submittting.,Введіть номер банківського гарантії перед поданням.,
Enter the name of the Beneficiary before submittting.,Перед подачею введіть ім&#39;я Бенефіціара.,
Enter the name of the bank or lending institution before submittting.,Перед подачею введіть назву банку або кредитної установи.,
Enter value betweeen {0} and {1},Введіть значення betweeen {0} і {1},
Enter {0} amount.,Введіть {0} суму.,
Entertainment & Leisure,Розваги і дозвілля,
Entertainment Expenses,Представницькі витрати,
Entity,Суб&#39;єкт,
Entity Type,Тип одиниці,
Entry Type,Тип запису,
Equity,Капітал,
Equity/Liability Account,Обліковий капітал / зобов&#39;язання,
Error,Помилка,
Error Description,Опис помилки,
Error Log,Журнал помилок,
Error Message,Повідомлення про помилку,
Error Occured,Сталася помилка,
Error While Uploading Image,Помилка під час завантаження зображення,
Error evaluating the criteria formula,Помилка при оцінці формули критеріїв,
Error occured while parsing Chart of Accounts: Please make sure that no two accounts have the same name,"Під час аналізу Плану рахунків сталася помилка: переконайтесь, що жоден з двох облікових записів не має однакової назви",
Error! Failed to get access token.,Помилка Не вдалося отримати маркер доступу.,
Error! Failed to get request token.,Помилка Не вдалося отримати маркер запиту.,
Error: Not a valid id?,Помилка: Чи не діє ID?,
Error: {0} is mandatory field,Помилка: {0} є обов&#39;язковим полем, 
Estimated Arrival,Очікуване прибуття,
Estimated Cost,Орієнтовна вартість,
Estimated Time and Cost,Розрахунковий час і вартість,
Evaluation Period,Період оцінки,
"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:","Навіть якщо є кілька правил ціноутворення з найвищим пріоритетом, то наступні внутрішні пріоритети застосовуються:",
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.","Приклад: ABCD. #####. Якщо серія встановлена і пакетний номер не згадується в транзакції, автоматичний номер партії буде створено на основі цієї серії. Якщо ви завжди хочете чітко вказати Batch No для цього елемента, залиште це порожнім. Примітка: цей параметр буде мати пріоритет над префіксом серії імен у розділі Налаштування запасу.",
Exception Budget Approver Role,"Виняток роль, що затверджує бюджет",
Excessive machine set up time,Надмірний час налаштування машини,
Exchange Gain / Loss Account,Прибутки/збитки від курсової різниці,
Exchange Gain/Loss,Обмін Прибуток / збиток,
Exchange Rate,Курс валюти,
Exchange Rate Revaluation,Переоцінка валютного курсу,
Exchange Rate Revaluation Account,Сальдо переоцінки валютного курсу,
Exchange Rate must be same as {0} {1} ({2}),"Обмінний курс повинен бути такий же, як {0} {1} ({2})",
Excise Entry,Акцизний запис,
Excise Invoice,Акцизний рахунок,
Excise Page Number,Акцизний Номер сторінки,
Execution,Виконання,
Executive Search,Executive Search,
Existing Company,Існуюча компанія,
Existing Company ,існуючі компанії,
Exit,Вихід,
Exit Interview Held On,Вихідне інтерв’ю проведено,
Exotel Settings,Налаштування екзотелі,
Expand All,Розгорнути все,
Expected Amount,Очікувана сума,
Expected Arrival Date,Очікувана дата прибуття,
Expected Closing Date,Очікувана дата закриття,
Expected Delivery Date,Очікувана дата поставки,
Expected Delivery Date should be after Sales Order Date,Очікувана дата доставки повинна бути після дати замовлення на продаж,
Expected End Date,Очікувана Дата закінчення,
Expected Hrs,Очікувані години,
Expected Start Date,Очікувана дата початку,
Expected Time (in hours),Очікуваний час (в годинах),
Expected Value After Useful Life,Очікувана вартість після терміну використання,
Expense,Витрати,
Expense / Difference account ({0}) must be a 'Profit or Loss' account,Витрати / рахунок різниці ({0}) повинен бути &quot;прибуток або збиток» рахунок,
Expense Account,Рахунок витрат,
Expense Account Missing,Рахунок витрат відсутній,
Expense Claim,Авансовий звіт,
Expense Head,Витрати Керівник,
Expense Head Changed,Змінено головку витрат,
Expense account is mandatory for item {0},Витрати рахунку є обов&#39;язковим для пункту {0},
Expenses,Витрати,
Expenses Included In Asset Valuation,"Витрати, включені в вартість активів",
Expenses Included In Valuation,"Витрати, що включаються в оцінку",
Expired,Закінчився,
Expired Batches,Закінчилися партії,
Expires On,Діє до,
Expiry (In Days),Термін дії (в днях),
Expiry Date,Термін придатності,
Expiry Date Mandatory,Термін придатності Обов’язковий,
Expiry Duration (in days),Тривалість закінчення терміну дії (в днях),
Exploded Items,Вибухові предмети,
Explore,досліджувати,
Exponential Smoothing Forecasting,Прогнозування експоненціального згладжування,
Export,Експорт,
Export E-Invoices,Експорт електронних рахунків,
Export not allowed. You need {0} role to export.,Експорт не допускаються. Ви повинні {0} роль експорту.,
External Work History,Зовнішній роботи Історія,
Extra Large,Дуже великий,
Extra Small,Дуже невеликий,
FCFS Rate,FCFS вартість,
FIFO,FIFO,
Failed,Не вдалося,
Failed Import Log,Помилка журналу імпорту,
Failed to Authenticate the API key.,Не вдалося автентифікувати ключ API.,
Failed to create website,Не вдалося створити веб-сайт,
Failed to install presets,Не вдалося встановити пресетів,
Failed to login,Не вдалося ввійти,
Failed to setup company,Не вдалося встановити компанію,
Failed to setup defaults,Не вдалося встановити налаштування за замовчуванням,
Failure Date,Дата невдачі,
Family Background,Сімейні обставини,
Fax,Факс,
Feedback,Зворотній зв&#39;язок,
Feedback By,Відгук від,
Fees,Збори,
Fetch Customers,Отримати клієнтів,
Fetch Data,Завантажте дані,
Fetch Items from Warehouse,Отримати елементи зі складу,
Fetch Serial Numbers based on FIFO,Отримати серійні номери на основі FIFO,
Fetch Subscription Updates,Отримати оновлення підписки,
Fetch exploded BOM (including sub-assemblies),Зібрати розібрані норми (у тому числі вузлів),
Fetch items based on Default Supplier.,Отримати товари на основі постачальника за замовчуванням.,
Fetched only {0} available serial numbers.,Отримано лише {0} доступних серійних номерів.,
Fetching...,Отримання ...,
Fichier des Ecritures Comptables [FEC],Fichier des Ecritures Comptables [FEC],
Field,поле,
Field Name,Ім&#39;я поля,
Field in Bank Transaction,Поле в банківській трансакції,
Fieldname,Fieldname,
Fields,Поля,
Fields will be copied over only at time of creation.,Поля будуть скопійовані лише в момент створення.,
Fieldtype,FieldType,
File to Rename,Файл Перейменувати,
Filter Based On,Фільтр на основі,
Filter Duration (Months),Тривалість фільтра (місяці),
Filter Total Zero Qty,Фільтрувати Всього Нуль Кількість,
Filter by invoice status,Фільтрувати за статусом рахунка-фактури,
Filters,Фільтри,
Finance Book,Фінансова книга,
Finance Book Detail,Деталі фінансової книги,
Finance Book Id,Ідентифікатор фінансової книги,
Finance Books,Фінанси Книги,
Financial Services,Фінансові послуги,
Financial Statements,Фінансова звітність,
Finish,обробка,
Finished Good,Готово Добре,
Finished Good Item Code,Готовий хороший код товару,
Finished Goods,Готові вироби,
Finished Goods Warehouse,Склад готової продукції,
First Email,Перша електронна пошта,
First Name,Ім&#39;я,
First Responded On,По-перше відгукнувся на,
First Response Time,Час першої реакції,
First Response Time for Issues,Перший час відповіді на питання,
First Response Time for Opportunity,Перший час відповіді на можливість,
"Fiscal Regime is mandatory, kindly set the fiscal regime in the company {0}","Фіскальний режим є обов&#39;язковим, люб&#39;язно встановлюйте фіскальний режим в компанії {0}",
Fiscal Year,Бюджетний період,
Fiscal Year Company,Компанія фінансовий року,
Fiscal Year End Date should be one year after Fiscal Year Start Date,Дата закінчення фінансового року повинна бути через рік після дати початку фіскального року,
Fiscal Year Start Date and Fiscal Year End Date are already set in Fiscal Year {0},Дата початку та закінчення вже встановлені для фінансового року {0},
Fiscal Year Start Date should be one year earlier than Fiscal Year End Date,"Дата початку фіскального року повинна бути на рік раніше, ніж дата закінчення фінансового року",
Fiscal Year {0} Does Not Exist,Фінансовий рік {0} не існує,
Fiscal Year {0} does not exist,Фінансовий рік {0} не існує,
Fiscal Year {0} is required,Треба зазначити бюджетний період {0},
Fixed,Виправлено,
Fixed Asset,Основних засобів,
Fixed Asset Account,Рахунок основних засобів,
Fixed Asset Item must be a non-stock item.,Основний засіб повинен бути нескладським .,
Fixed Asset Register,Реєстр фіксованих активів,
Fixed Assets,Основні активи,
Fixed Deposit Number,Номер фіксованого депозиту,
Fixed Error Log,Виправлений журнал помилок,
Fixed Rate,Фіксована ставка,
Fleet Manager,Fleet Manager,
Focus on Item Group filter,Зосередьтеся на фільтрі групи предметів,
Focus on search input,Зосередьтеся на пошуковому запиті,
Folio no.,Фоліо №,
Follow Calendar Months,Слідкуйте за місяцями календаря,
Following Material Requests have been raised automatically based on Item's re-order level,Наступне Замовлення матеріалів буде створено автоматично згідно рівня дозамовлення для даної позиції,
Following fields are mandatory to create address:,Для створення адреси обов&#39;язкові наступні поля:,
Following item {0} is not marked as {1} item. You can enable them as {1} item from its Item master,Наступний елемент {0} не позначено як {1} елемент. Ви можете включити їх як елемент {1} з майстра пункту,
Following items {0} are not marked as {1} item. You can enable them as {1} item from its Item master,Наступні елементи {0} не позначені як {1} елемент. Ви можете включити їх як елемент {1} з майстра пункту,
"Food, Beverage & Tobacco","Продукти харчування, напої і тютюнові вироби",
For,Для,
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.","Для елементів ""комплекту"" , склад, серійний номер та № пакету будуть братися з таблиці ""комплектації"". Якщо склад та партія є однаковими для всіх пакувальних компонентів для будь-якого ""комплекту"", ці значення можуть бути введені в основній таблиці позицій, значення будуть скопійовані в таблицю ""комлектації"".",
For Buying,Для покупки,
For Company,За компанію,
For Default Supplier (Optional),Для постачальника за замовчуванням (необов&#39;язково),
For Price List,Для Прайс-листу,
For Production,Для виробництва,
For Quantity,Для Кількість,
For Quantity (Manufactured Qty) is mandatory,Для Кількість (Виробник Кількість) є обов&#39;язковим,
For Selling,Для продажу,
For Supplier,Для постачальника,
For Warehouse,Для складу,
For Warehouse is required before Submit,Для складу потрібно перед проведенням,
"For an item {0}, quantity must be negative number",Для елемента {0} кількість має бути негативним,
"For an item {0}, quantity must be positive number",Для елемента {0} кількість повинна бути позитивною,
"For e.g. 2012, 2012-13","Наприклад 2012, 2012-13",
For how much spent = 1 Loyalty Point,За скільки витрачено = 1 точка лояльності,
For individual supplier,Для індивідуального постачальника,
"For item {0} at row {1}, count of serial numbers does not match with the picked quantity",Для елемента {0} у рядку {1} кількість серійних номерів не збігається із вибраною кількістю,
"For job card {0}, you can only make the 'Material Transfer for Manufacture' type stock entry",Для картки роботи {0} ви можете зробити лише запас типу &quot;Передача матеріалів на виробництво&quot;,
For operation {0}: Quantity ({1}) can not be greter than pending quantity({2}),"Для роботи {0}: Кількість ({1}) не може бути більш великою, ніж очікувана кількість ({2})",
For reference,Для довідки,
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",Для ряду {0} в {1}. Щоб включити {2} у розмірі Item ряди також повинні бути включені {3},
For row {0}: Enter Planned Qty,Для рядка {0}: введіть заплановане число,
For the 'Apply Rule On Other' condition the field {0} is mandatory,Для умови &quot;Застосувати правило щодо іншого&quot; поле {0} є обов’язковим,
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes","Для зручності клієнтів, ці коди можуть бути використані в друкованих формах, таких, як рахунки-фактури та розхідні накладні",
"For transfer from source, selected quantity cannot be greater than available quantity",Для передачі з джерела вибрана кількість не може бути більшою за доступну,
Foreign Trade Details,зовнішньоторговельна Детальніше,
Forum Activity,Діяльність форуму,
Forum Posts,Повідомлення форуму,
Forum URL,URL-адреса форуму,
Free Item,Безкоштовний предмет,
Free item code is not selected,Безкоштовний код товару не обраний,
Free item not set in the pricing rule {0},Безкоштовний товар не встановлено в правилі ціноутворення {0},
Freeze Stocks Older Than (Days),"Заморожування запасів, старших ніж (днів)",
Freight and Forwarding Account,Транспортна та експедиторська рахунок,
Freight and Forwarding Charges,Вантажні та експедиторські збори,
Frequency,частота,
Frequency To Collect Progress,Частота збору прогресу,
Frequency of Depreciation (Months),Частота амортизації (місяців),
Frequently Read Articles,Часто читаю статті,
Friday,П&#39;ятниця,
From,Від,
From BOM,З норм,
From Company,Від компанії,
From Currency,З валюти,
From Currency and To Currency cannot be same,З валюти і валюти не може бути таким же,
From Customer,Від Замовника,
From Date,З дати,
From Date and To Date are Mandatory,Від дати і до дати є обов&#39;язковими,
From Date and To Date lie in different Fiscal Year,Від дати та до дати лежить у різному фінансовому році,
From Date can not be greater than To Date,"From Date не може бути більше, ніж To Date",
From Date cannot be greater than To Date,"Від Дата не може бути більше, ніж до дати",
From Date must be before To Date,"З дати повинні бути, перш ніж Дата",
From Date should be within the Fiscal Year. Assuming From Date = {0},"""Від дати"" має бути в межах бюджетного періоду. Припускаючи, що ""Від дати"" = {0}",
From Datetime,З Datetime,
From Delivery Note,З накладної,
From Employee,Від працівника,
From Fiscal Year,З фіскального року,
From Folio No,Від Folio No,
From Invoice Date,Рахунки-фактури з датою від,
From Lead,З Lead-а,
From No,Від №,
From Package No.,З пакета №,
From Posting Date,З дати опублікування,
From Range,Від хребта,
From Range has to be less than To Range,"С Діапазон повинен бути менше, ніж діапазон",
From Shareholder,Від акціонера,
From Template,З шаблону,
From Time,Від часу,
From Time ,Від часу,
From Time Should Be Less Than To Time,"З часу має бути менше, ніж до часу",
From Value,Від вартості,
From Warehouse,Від Склад,
From and To Dates are required.,Потрібні дати від і до.,
From date cannot be greater than To date,"Від дати не може бути більше, ніж Дата",
From employee is required while receiving Asset {0} to a target location,Від працівника потрібно під час отримання активу {0} до цільового місця,
From value must be less than to value in row {0},"З значення має бути менше, ніж значення в рядку в {0}",
From {0} | {1} {2},З {0} | {1} {2},
Frozen,Заблоковано,
Fuel Type,Тип палива,
Fuel UOM,паливо UOM,
Fulfilled,Виконано,
